UNIT NAME,INR,UNIT CODE,COUNTY,FUEL,ZONE,IN SERVICE,INSTALLED CAPACITY RATING (MW),SPRING CAPACITY (MW)
SWEETWATER WIND 1,18INR0073,SWEETWND_WND1,NOLAN,WIND-O,WEST,2003.0,42.5,42.5
TEXANA SOLAR,18INR0058,,WHARTON,SOLAR,SOUTH,2024.0,0.0,0.0
LACY CREEK WIND U1,18INR0043,LACY_CRK_UNIT1,GLASSCOCK,WIND-O,WEST,2024.0,135.4,135.4
LACY CREEK WIND U2,18INR0043,LACY_CRK_UNIT2,GLASSCOCK,WIND-O,WEST,2024.0,15.12,15.1
LACY CREEK WIND U3,18INR0043,LACY_CRK_UNIT3,GLASSCOCK,WIND-O,WEST,2024.0,138.2,138.2
LACY CREEK WIND U4,18INR0043,LACY_CRK_UNIT4,GLASSCOCK,WIND-O,WEST,2024.0,12.6,12.6
MARYNEAL WINDPOWER,18INR0031,MARYNEAL_UNIT1,NOLAN,WIND-O,WEST,2024.0,182.4,182.4
CANYON WIND U1,18INR0030,CANYONWD_UNIT1,SCURRY,WIND-O,WEST,2024.0,146.64,144.0
CANYON WIND U2,18INR0030,CANYONWD_UNIT2,SCURRY,WIND-O,WEST,2024.0,2.52,2.5
CANYON WIND U3,18INR0030,CANYONWD_UNIT3,SCURRY,WIND-O,WEST,2024.0,59.22,58.2
CANYON WIND U4,18INR0030,CANYONWD_UNIT4,SCURRY,WIND-O,WEST,2024.0,20.16,19.8
CANYON WIND U5,18INR0030,CANYONWD_UNIT5,SCURRY,WIND-O,WEST,2024.0,67.68,66.5
CANYON WIND U6,18INR0030,CANYONWD_UNIT6,SCURRY,WIND-O,WEST,2024.0,12.6,12.4
COYOTE WIND U1,17INR0027b,COYOTE_W_UNIT1,SCURRY,WIND-O,WEST,2023.0,90.0,90.0
COYOTE WIND U2,17INR0027b,COYOTE_W_UNIT2,SCURRY,WIND-O,WEST,2023.0,26.6,26.6
COYOTE WIND U3,17INR0027b,COYOTE_W_UNIT3,SCURRY,WIND-O,WEST,2023.0,126.0,126.0
MIRAGE CTG 1,17INR0022,,HARRIS,GAS-GT,HOUSTON,2023.0,11.0,11.0
LOMA PINTA WIND,16INR0112,,LA SALLE,WIND-O,SOUTH,2025.0,0.0,0.0
BIG SAMPSON WIND,16INR0104,,CROCKETT,WIND-O,WEST,2025.0,0.0,0.0
PRIDDY WIND U1,16INR0085,PRIDDY_UNIT1,MILLS,WIND-O,NORTH,2023.0,187.2,187.2
PRIDDY WIND U2,16INR0085,PRIDDY_UNIT2,MILLS,WIND-O,NORTH,2023.0,115.2,115.2
MESTENO WIND,16INR0081,MESTENO_UNIT_1,STARR,WIND-O,SOUTH,2024.0,201.6,201.6
NAZARETH SOLAR,16INR0049,,CASTRO,SOLAR,PANHANDLE,2025.0,0.0,0.0
HART WIND,16INR0033,,CASTRO,WIND-P,PANHANDLE,2026.0,0.0,0.0
HARALD (BEARKAT WIND B),15INR0064b,HARALD_UNIT1,GLASSCOCK,WIND-O,WEST,2024.0,162.1,162.1
GOODNIGHT WIND U1,14INR0033,GOODNIT1_UNIT1,ARMSTRONG,WIND-P,PANHANDLE,2024.0,121.0,121.0
GOODNIGHT WIND U2,14INR0033,GOODNIT1_UNIT2,ARMSTRONG,WIND-P,PANHANDLE,2024.0,137.1,137.1
NORTHDRAW WIND,13INR0025,,RANDALL,WIND-P,PANHANDLE,2020.0,150.0,150.0
MARIAH DEL ESTE,13INR0010a,,PARMER,WIND-P,PANHANDLE,2020.0,152.5,152.5
HOVEY (BARILLA SOLAR 1B),12INR0059b,HOVEY_UNIT2,PECOS,SOLAR,WEST,2024.0,7.41,7.4
BROTMAN POWER STATION U1,,BTM_UNIT1,BRAZORIA,GAS-GT,COASTAL,2023.0,60.5,45.1
BROTMAN POWER STATION U2,,BTM_UNIT2,BRAZORIA,GAS-GT,COASTAL,2023.0,60.5,45.1
BROTMAN POWER STATION U3,,BTM_UNIT3,BRAZORIA,GAS-GT,COASTAL,2023.0,60.5,45.1
BROTMAN POWER STATION U4,,BTM_UNIT4,BRAZORIA,GAS-GT,COASTAL,2023.0,60.5,45.1
BROTMAN POWER STATION U5,,BTM_UNIT5,BRAZORIA,GAS-GT,COASTAL,2023.0,60.5,45.1
BROTMAN POWER STATION U6,,BTM_UNIT6,BRAZORIA,GAS-GT,COASTAL,2023.0,60.5,45.1
BROTMAN POWER STATION U7,,BTM_UNIT7,BRAZORIA,GAS-GT,COASTAL,2023.0,60.5,45.1
BROTMAN POWER STATION U8,,BTM_UNIT8,BRAZORIA,GAS-GT,COASTAL,2023.0,60.5,45.1
COLORADO BEND ENERGY CENTER CTG 11,,CBEC_GT11,WHARTON,GAS-GT,HOUSTON,2023.0,39.0,39.0
COLORADO BEND ENERGY CENTER CTG 12,,CBEC_GT12,WHARTON,GAS-GT,HOUSTON,2023.0,39.0,39.0
FRONTERA ENERGY CENTER CTG 1,,FRONT_EC_CT1,HIDALGO,GAS-CC,SOUTH,2023.0,177.0,177.0
FRONTERA ENERGY CENTER CTG 2,,FRONT_EC_CT2,HIDALGO,GAS-CC,SOUTH,2023.0,177.0,177.0
FRONTERA ENERGY CENTER STG,,FRONT_EC_ST,HIDALGO,GAS-CC,SOUTH,2023.0,184.5,184.5
RIO NOGALES POWER CTG 1,,RIONOG_CT1,GUADALUPE,GAS-CC,SOUTH,2023.0,195.0,162.2
AGUAYO WIND U1,,AGUAYO_UNIT1,MILLS,WIND-O,NORTH,2023.0,193.5,192.9
AQUILLA LAKE WIND U1,,AQUILLA_U1_23,HILL & LIMESTONE,WIND-O,NORTH,2023.0,13.9,13.9
AQUILLA LAKE WIND U2,,AQUILLA_U1_28,HILL & LIMESTONE,WIND-O,NORTH,2023.0,135.4,135.4
AQUILLA LAKE 2 WIND U1,,AQUILLA_U2_23,HILL & LIMESTONE,WIND-O,NORTH,2023.0,7.0,7.0
AQUILLA LAKE 2 WIND U2,,AQUILLA_U2_28,HILL & LIMESTONE,WIND-O,NORTH,2023.0,143.8,143.8
BLACKJACK CREEK WIND U1,,BLACKJAK_UNIT1,BEE,WIND-O,SOUTH,2023.0,120.0,120.0
BLACKJACK CREEK WIND U2,,BLACKJAK_UNIT2,BEE,WIND-O,SOUTH,2023.0,120.0,120.0
GREEN MOUNTAIN WIND (BRAZOS) U1,,BRAZ_WND_BRAZ_WND1,SCURRY,WIND-O,WEST,2023.0,120.0,120.0
GREEN MOUNTAIN WIND (BRAZOS) U2,,BRAZ_WND_BRAZ_WND2,SCURRY,WIND-O,WEST,2023.0,62.4,62.4
INERTIA WIND U1,,INRT_W_UNIT1,HASKELL,WIND-O,WEST,2023.0,67.68,67.7
INERTIA WIND U2,,INRT_W_UNIT2,HASKELL,WIND-O,WEST,2023.0,27.72,27.7
INERTIA WIND U3,,INRT_W_UNIT3,HASKELL,WIND-O,WEST,2023.0,205.86,205.9
LAS MAJADAS WIND U1,,LMAJADAS_UNIT1,WILLACY,WIND-C,COASTAL,2023.0,110.0,110.0
LAS MAJADAS WIND U2,,LMAJADAS_UNIT2,WILLACY,WIND-C,COASTAL,2023.0,24.0,24.0
LAS MAJADAS WIND U3,,LMAJADAS_UNIT3,WILLACY,WIND-C,COASTAL,2023.0,138.6,138.6
BPL FILES SOLAR,,FILESSLR_PV1,HILL,SOLAR,NORTH,2023.0,146.09,145.0
BRIGHTSIDE SOLAR,,BRIGHTSD_UNIT1,BEE,SOLAR,SOUTH,2023.0,53.4,50.0
DANCIGER SOLAR U1,,DAG_UNIT1,BRAZORIA,SOLAR,COASTAL,2023.0,101.4,100.0
DANCIGER SOLAR U2,,DAG_UNIT2,BRAZORIA,SOLAR,COASTAL,2023.0,101.4,100.0
DILEO SOLAR,,DILEOSLR_UNIT1,BOSQUE,SOLAR,NORTH,2023.0,71.4,71.4
EIFFEL SOLAR,,EIFSLR_UNIT1,LAMAR,SOLAR,NORTH,2023.0,241.0,240.0
ELLIS SOLAR,,ELLISSLR_UNIT1,ELLIS,SOLAR,NORTH,2023.0,81.3,80.0
EMERALD GROVE SOLAR (PECOS SOLAR POWER I),,EGROVESL_UNIT1,CRANE,SOLAR,WEST,2023.0,109.5,108.0
GRIZZLY RIDGE SOLAR,,GRIZZLY_SOLAR1,HAMILTON,SOLAR,NORTH,2023.0,101.7,100.0
MCLEAN (SHAKES) SOLAR,,MCLNSLR_UNIT1,DIMMIT,SOLAR,SOUTH,2023.0,207.4,200.0
MUSTANG CREEK SOLAR U1,,MUSTNGCK_SOLAR1,JACKSON,SOLAR,SOUTH,2023.0,60.2,60.0
MUSTANG CREEK SOLAR U2,,MUSTNGCK_SOLAR2,JACKSON,SOLAR,SOUTH,2023.0,90.3,90.0
PITTS DUDIK SOLAR U1,,PITTSDDK_UNIT1,HILL,SOLAR,NORTH,2023.0,49.6,49.6
RADIAN SOLAR U1,,RADN_SLR_UNIT1,BROWN,SOLAR,NORTH,2023.0,161.41,158.9
RADIAN SOLAR U2,,RADN_SLR_UNIT2,BROWN,SOLAR,NORTH,2023.0,166.02,162.9
RATLIFF SOLAR (CONCHO VALLEY SOLAR),,RATLIFF_SOLAR1,TOM GREEN,SOLAR,WEST,2023.0,162.43,159.8
ROWLAND SOLAR I,,ROW_UNIT1,FORT BEND,SOLAR,HOUSTON,2023.0,101.7,100.0
TAVENER U1 (FORT BEND SOLAR)                                                                                                                                                                                                                                   ,,TAV_UNIT1,FORT BEND,SOLAR,HOUSTON,2023.0,143.61,143.6
TAVENER U2 (FORT BEND SOLAR)                                                                                                                                                                                                                                   ,,TAV_UNIT2,FORT BEND,SOLAR,HOUSTON,2023.0,98.04,96.4
TAYGETE SOLAR 2 U1,,TAYGETE2_UNIT1,PECOS,SOLAR,WEST,2023.0,101.9,101.9
TAYGETE SOLAR 2 U2,,TAYGETE2_UNIT2,PECOS,SOLAR,WEST,2023.0,101.9,101.9
VANCOURT SOLAR,,VANCOURT_UNIT1,CAMERON,SOLAR,COASTAL,2023.0,45.7,45.7
ANCHOR BESS U1,,ANCHOR_BESS1,CALLAHAN,STORAGE,WEST,2023.0,35.2,35.2
ANCHOR BESS U2,,ANCHOR_BESS2,CALLAHAN,STORAGE,WEST,2023.0,36.3,36.3
BAY CITY BESS (DGR),,BAY_CITY_BESS,MATAGORDA,STORAGE,COASTAL,2023.0,9.99,9.9
BLUE JAY BESS,,BLUEJAY_BESS1,GRIMES,STORAGE,NORTH,2023.0,51.6,50.0
GOMEZ BESS (DGR),,GOMZ_BESS,REEVES,STORAGE,WEST,2023.0,9.95,9.9
HIGH LONESOME BESS,,HI_LONEB_BESS1,CROCKETT,STORAGE,WEST,2023.0,51.1,50.0
HOLCOMB BESS (DGR),,HOLCOMB_BESS,LA SALLE,STORAGE,SOUTH,2023.0,9.95,9.9
JUNCTION BESS (DGR),,JUNCTION_BESS,KIMBLE,STORAGE,SOUTH,2023.0,9.95,9.9
MADERO GRID U1,,MADERO_UNIT1,HIDALGO,STORAGE,SOUTH,2023.0,100.79,100.0
MADERO GRID U2 (IGNACIO GRID),,MADERO_UNIT2,HIDALGO,STORAGE,SOUTH,2023.0,100.79,100.0
NORTH ALAMO BESS (DGR),,N_ALAMO_BESS,HIDALGO,STORAGE,SOUTH,2023.0,9.99,9.9
OLNEY BESS (DGR),,OLNEYTN_BESS,YOUNG,STORAGE,WEST,2023.0,9.95,9.9
PYRON BESS 2A,,PYR_ESS2A,NOLAN,STORAGE,WEST,2023.0,15.1,15.1
PYRON BESS 2B,,PYR_ESS2B,NOLAN,STORAGE,WEST,2023.0,15.1,15.1
QUEEN BESS,,QUEEN_BA_BESS1,UPTON,STORAGE,WEST,2023.0,51.1,50.0
RIVER VALLEY STORAGE U1,,RVRVLYS_ESS1,WILLIAMSON,STORAGE,SOUTH,2023.0,51.5,50.0
RIVER VALLEY STORAGE U2,,RVRVLYS_ESS2,WILLIAMSON,STORAGE,SOUTH,2023.0,51.5,50.0
ROSELAND STORAGE,,ROSELAND_BESS1,FALLS,STORAGE,NORTH,2023.0,51.6,50.0
SCREWBEAN BESS (DGR),,SBEAN_BESS,CULBERSON,STORAGE,WEST,2023.0,9.95,9.9
SILICON HILL STORAGE U1,,SLCNHLS_ESS1,TRAVIS,STORAGE,SOUTH,2023.0,51.8,50.0
SILICON HILL STORAGE U2,,SLCNHLS_ESS2,TRAVIS,STORAGE,SOUTH,2023.0,51.8,50.0
SMT GARCENO BESS (DGR),,GARCENO_BESS,MATAGORDA,STORAGE,COASTAL,2023.0,9.99,9.9
SMT LOS FRESNOS (DGR),,L_FRESNO_BESS,CAMERON,STORAGE,COASTAL,2023.0,9.99,9.9
SMT RIO GRANDE CITY BESS (DGR),,RIO_GRAN_BESS,STARR,STORAGE,SOUTH,2023.0,9.99,9.9
SP TX-12B BESS,,SPTX12B_BES1,UPTON,STORAGE,WEST,2023.0,25.1,25.1
TURQUOISE STORAGE                                                                                                                                                                                                                                              ,,TURQBESS_BESS1,HUNT,STORAGE,NORTH,2023.0,196.2,190.0
VORTEX BESS,,VORTEX_BESS1,THROCKMORTON,STORAGE,WEST,2023.0,121.8,121.8
WOLF TANK STORAGE,,WFTANK_ESS1,WEBB,STORAGE,SOUTH,2023.0,150.4,150.0
BEACHWOOD POWER STATION U1,,BCH_UNIT1,BRAZORIA,GAS-GT,COASTAL,2022.0,60.5,45.1
BEACHWOOD POWER STATION U2,,BCH_UNIT2,BRAZORIA,GAS-GT,COASTAL,2022.0,60.5,45.1
BEACHWOOD POWER STATION U3,,BCH_UNIT3,BRAZORIA,GAS-GT,COASTAL,2022.0,60.5,45.1
BEACHWOOD POWER STATION U4,,BCH_UNIT4,BRAZORIA,GAS-GT,COASTAL,2022.0,60.5,45.1
BEACHWOOD POWER STATION U5,,BCH_UNIT5,BRAZORIA,GAS-GT,COASTAL,2022.0,60.5,45.1
BEACHWOOD POWER STATION U6,,BCH_UNIT6,BRAZORIA,GAS-GT,COASTAL,2022.0,60.5,45.1
LIGNIN (CHAMON 2) U1,,LIG_UNIT1,HARRIS,GAS-GT,HOUSTON,2022.0,60.5,42.5
LIGNIN (CHAMON 2) U2,,LIG_UNIT2,HARRIS,GAS-GT,HOUSTON,2022.0,60.5,42.5
OLD BLOOMINGTON ROAD CTG 1 (VICTORIA PORT 2),,VICTPRT2_UNIT1,VICTORIA,GAS-GT,SOUTH,2022.0,60.5,46.7
OLD BLOOMINGTON ROAD CTG 2 (VICTORIA PORT 2),,VICTPRT2_UNIT2,VICTORIA,GAS-GT,SOUTH,2022.0,60.5,46.7
RABBS POWER STATION U1,,RAB_UNIT1,FORT BEND,GAS-GT,HOUSTON,2022.0,60.5,45.1
RABBS POWER STATION U2,,RAB_UNIT2,FORT BEND,GAS-GT,HOUSTON,2022.0,60.5,45.1
RABBS POWER STATION U3,,RAB_UNIT3,FORT BEND,GAS-GT,HOUSTON,2022.0,60.5,45.1
RABBS POWER STATION U4,,RAB_UNIT4,FORT BEND,GAS-GT,HOUSTON,2022.0,60.5,45.1
RABBS POWER STATION U5,,RAB_UNIT5,FORT BEND,GAS-GT,HOUSTON,2022.0,60.5,45.1
RABBS POWER STATION U6,,RAB_UNIT6,FORT BEND,GAS-GT,HOUSTON,2022.0,60.5,45.1
RABBS POWER STATION U7,,RAB_UNIT7,FORT BEND,GAS-GT,HOUSTON,2022.0,60.5,45.1
RABBS POWER STATION U8,,RAB_UNIT8,FORT BEND,GAS-GT,HOUSTON,2022.0,60.5,45.1
CACTUS FLATS WIND U1,,CFLATS_U1,CONCHO,WIND-O,WEST,2022.0,148.4,148.4
CRANELL WIND,,CRANELL_UNIT1,REFUGIO,WIND-C,COASTAL,2022.0,220.0,220.0
DESERT SKY WIND 1 A,,DSKYWND1_UNIT_1A,PECOS,WIND-O,WEST,2022.0,65.79,53.1
DESERT SKY WIND 1 B,,DSKYWND2_UNIT_2A,PECOS,WIND-O,WEST,2022.0,65.79,50.4
DESERT SKY WIND 2 A,,DSKYWND1_UNIT_1B,PECOS,WIND-O,WEST,2022.0,23.93,18.7
DESERT SKY WIND 2 B,,DSKYWND2_UNIT_2B,PECOS,WIND-O,WEST,2022.0,14.74,8.0
EL ALGODON ALTO W U1,,ALGODON_UNIT1,WILLACY,WIND-C,COASTAL,2022.0,171.6,171.6
EL ALGODON ALTO W U2,,ALGODON_UNIT2,WILLACY,WIND-C,COASTAL,2022.0,28.6,28.6
MAVERICK CREEK WIND WEST U1,,MAVCRK_W_UNIT1,CONCHO,WIND-O,WEST,2022.0,201.6,201.6
MAVERICK CREEK WIND WEST U2,,MAVCRK_W_UNIT2,CONCHO,WIND-O,WEST,2022.0,11.1,11.1
MAVERICK CREEK WIND WEST U3,,MAVCRK_W_UNIT3,CONCHO,WIND-O,WEST,2022.0,33.6,33.6
MAVERICK CREEK WIND WEST U4,,MAVCRK_W_UNIT4,CONCHO,WIND-O,WEST,2022.0,22.2,22.2
MAVERICK CREEK WIND EAST U1,,MAVCRK_E_UNIT5,CONCHO,WIND-O,WEST,2022.0,71.4,71.4
MAVERICK CREEK WIND EAST U2,,MAVCRK_E_UNIT6,CONCHO,WIND-O,WEST,2022.0,33.3,33.3
MAVERICK CREEK WIND EAST U3,,MAVCRK_E_UNIT7,CONCHO,WIND-O,WEST,2022.0,22.0,22.0
MAVERICK CREEK WIND EAST U4,,MAVCRK_E_UNIT8,CONCHO,WIND-O,WEST,2022.0,20.0,20.0
MAVERICK CREEK WIND EAST U5,,MAVCRK_E_UNIT9,CONCHO,WIND-O,WEST,2022.0,76.8,76.8
PANTHER CREEK WIND 3 A,,PC_SOUTH_PANTH31,HOWARD,WIND-O,WEST,2022.0,106.92,106.9
PANTHER CREEK WIND 3 B,,PC_SOUTH_PANTH32,HOWARD,WIND-O,WEST,2022.0,108.54,108.5
RELOJ DEL SOL WIND U1,,RELOJ_UNIT1,ZAPATA,WIND-O,SOUTH,2022.0,55.4,55.4
RELOJ DEL SOL WIND U2,,RELOJ_UNIT2,ZAPATA,WIND-O,SOUTH,2022.0,48.0,48.0
RELOJ DEL SOL WIND U3,,RELOJ_UNIT3,ZAPATA,WIND-O,SOUTH,2022.0,83.1,83.1
RELOJ DEL SOL WIND U4,,RELOJ_UNIT4,ZAPATA,WIND-O,SOUTH,2022.0,22.8,22.8
SAGE DRAW WIND U1,,SAGEDRAW_UNIT1,LYNN,WIND-O,WEST,2022.0,169.2,169.2
SAGE DRAW WIND U2,,SAGEDRAW_UNIT2,LYNN,WIND-O,WEST,2022.0,169.2,169.2
SAND BLUFF WIND U1,,MCDLD_SB1_2,GLASSCOCK,WIND-O,WEST,2022.0,71.4,71.4
SAND BLUFF WIND U2,,MCDLD_SB3_282,GLASSCOCK,WIND-O,WEST,2022.0,14.1,14.1
SAND BLUFF WIND U3,,MCDLD_SB4_G87,GLASSCOCK,WIND-O,WEST,2022.0,4.0,4.0
TG EAST WIND U1,,TRUSGILL_UNIT1,KNOX,WIND-O,WEST,2022.0,42.0,42.0
TG EAST WIND U2,,TRUSGILL_UNIT2,KNOX,WIND-O,WEST,2022.0,44.8,44.8
TG EAST WIND U3,,TRUSGILL_UNIT3,KNOX,WIND-O,WEST,2022.0,42.0,42.0
TG EAST WIND U4,,TRUSGILL_UNIT4,KNOX,WIND-O,WEST,2022.0,207.2,207.2
WESTERN TRAIL WIND (AJAX WIND) U1,,AJAXWIND_UNIT1,WILBARGER,WIND-O,WEST,2022.0,225.6,225.6
WESTERN TRAIL WIND (AJAX WIND) U2,,AJAXWIND_UNIT2,WILBARGER,WIND-O,WEST,2022.0,141.0,141.0
WHITE MESA WIND U1,,WHMESA_UNIT1,CROCKETT,WIND-O,WEST,2022.0,152.3,152.3
WHITE MESA 2 WIND U1,,WHMESA_UNIT2_23,CROCKETT,WIND-O,WEST,2022.0,13.92,13.9
WHITE MESA 2 WIND U2,,WHMESA_UNIT2_28,CROCKETT,WIND-O,WEST,2022.0,183.3,183.3
WHITE MESA 2 WIND U3,,WHMESA_UNIT3_23,CROCKETT,WIND-O,WEST,2022.0,18.56,18.6
WHITE MESA 2 WIND U4,,WHMESA_UNIT3_28,CROCKETT,WIND-O,WEST,2022.0,132.54,132.5
ANSON SOLAR U1,,ANSON1_UNIT1,JONES,SOLAR,WEST,2022.0,100.8,100.0
ANSON SOLAR U2,,ANSON1_UNIT2,JONES,SOLAR,WEST,2022.0,100.8,100.0
ELARA SOLAR,,ELARA_SL_UNIT1,FRIO,SOLAR,SOUTH,2022.0,132.4,132.4
LONGBOW SOLAR,,LON_SOLAR1,BRAZORIA,SOLAR,COASTAL,2022.0,78.2,77.0
NEBULA SOLAR (RAYOS DEL SOL) U1,,NEBULA_UNIT1,CAMERON,SOLAR,COASTAL,2022.0,137.5,137.5
NOBLE SOLAR U1,,NOBLESLR_SOLAR1,DENTON,SOLAR,NORTH,2022.0,148.8,146.7
NOBLE SOLAR U2,,NOBLESLR_SOLAR2,DENTON,SOLAR,NORTH,2022.0,130.2,128.3
STRATEGIC SOLAR 1,,STRATEGC_UNIT1,ELLIS,SOLAR,NORTH,2022.0,135.0,135.0
VISION SOLAR 1,,VISION_UNIT1,NAVARRO,SOLAR,NORTH,2022.0,129.2,127.0
WESTORIA SOLAR U1,,WES_UNIT1,BRAZORIA,SOLAR,COASTAL,2022.0,101.6,101.6
WESTORIA SOLAR U2,,WES_UNIT2,BRAZORIA,SOLAR,COASTAL,2022.0,101.6,101.6
AZURE SKY BESS,,AZURE_BESS1,HASKELL,STORAGE,WEST,2022.0,77.6,77.6
BRP ALVIN (DGR),,ALVIN_UNIT1,BRAZORIA,STORAGE,COASTAL,2022.0,9.95,10.0
BRP ANGELTON (DGR),,ANGLETON_UNIT1,BRAZORIA,STORAGE,COASTAL,2022.0,9.95,10.0
BRP DICKINSON (DGR),,DICKNSON_UNIT1,GALVESTON,STORAGE,HOUSTON,2022.0,9.95,10.0
BRP MAGNOLIA (DGR),,MAGNO_TN_UNIT1,GALVESTON,STORAGE,HOUSTON,2022.0,9.95,10.0
BRP SWEENY (DGR),,SWEENY_UNIT1,BRAZORIA,STORAGE,COASTAL,2022.0,9.95,10.0
BYRD RANCH STORAGE,,BYRDR_ES_BESS1,BRAZORIA,STORAGE,COASTAL,2022.0,50.6,50.0
CATARINA BESS (DGR),,CATARINA_BESS,DIMMIT,STORAGE,SOUTH,2022.0,9.95,9.9
CEDARVALE BESS (DGR),,CEDRVALE_BESS,REEVES,STORAGE,WEST,2022.0,9.95,9.9
COYOTE SPRINGS BESS (DGR),,COYOTSPR_BESS,REEVES,STORAGE,WEST,2022.0,9.95,9.9
CROSSETT POWER U1,,CROSSETT_BES1,CRANE,STORAGE,WEST,2022.0,101.5,100.0
CROSSETT POWER U2,,CROSSETT_BES2,CRANE,STORAGE,WEST,2022.0,101.5,100.0
DECORDOVA BESS U1,,DCSES_BES1,HOOD,STORAGE,NORTH,2022.0,67.3,66.5
DECORDOVA BESS U2,,DCSES_BES2,HOOD,STORAGE,NORTH,2022.0,67.3,66.5
DECORDOVA BESS U3,,DCSES_BES3,HOOD,STORAGE,NORTH,2022.0,64.2,63.5
DECORDOVA BESS U4,,DCSES_BES4,HOOD,STORAGE,NORTH,2022.0,64.2,63.5
ENDURANCE PARK STORAGE,,ENDPARKS_ESS1,SCURRY,STORAGE,WEST,2022.0,51.5,50.0
FAULKNER BESS (DGR),,FAULKNER_BESS,REEVES,STORAGE,WEST,2022.0,9.95,9.9
FLOWER VALLEY II BATT,,FLOWERII_BESS1,REEVES,STORAGE,WEST,2022.0,101.5,100.0
LONESTAR BESS (DGR),,LONESTAR_BESS,WARD,STORAGE,WEST,2022.0,9.95,9.9
NOBLE STORAGE U1,,NOBLESLR_BESS1,DENTON,STORAGE,NORTH,2022.0,63.5,62.5
