UNIT NAME,INR,UNIT CODE,COUNTY,FUEL,ZONE,IN SERVICE,INSTALLED CAPACITY RATING (MW),SPRING CAPACITY (MW)
WAYMARK SOLAR,,WAYMARK_UNIT1,UPTON,SOLAR,WEST,2018.0,182.0,182.0
WEST MOORE II,,DG_WMOOREII_WMOOREII,GRAYSON,SOLAR,NORTH,2018.0,5.0,5.0
YELLOW JACKET SOLAR,,DG_YLWJACKET_YLWJACKET,BOSQUE,SOLAR,NORTH,2018.0,5.0,5.0
CASTLE GAP BATTERY,,CASL_GAP_BATTERY1,UPTON,STORAGE,WEST,2018.0,9.9,9.9
MU ENERGY STORAGE SYSTEM,,DG_MU_ESS_MU_ESS,TRAVIS,STORAGE,SOUTH,2018.0,1.5,1.5
BRUENNING'S BREEZE A,,BBREEZE_UNIT1,WILLACY,WIND-C,COASTAL,2017.0,120.0,120.0
BRUENNING'S BREEZE B,,BBREEZE_UNIT2,WILLACY,WIND-C,COASTAL,2017.0,108.0,108.0
BUCKTHORN WIND 1 A,,BUCKTHRN_UNIT1,ERATH,WIND-O,NORTH,2017.0,44.9,44.9
BUCKTHORN WIND 1 B,,BUCKTHRN_UNIT2,ERATH,WIND-O,NORTH,2017.0,55.7,55.7
COTTON PLAINS WIND,,COTPLNS_COTTONPL,FLOYD,WIND-P,PANHANDLE,2017.0,50.4,50.4
DERMOTT WIND 1_1,,DERMOTT_UNIT1,SCURRY,WIND-O,WEST,2017.0,126.5,126.5
DERMOTT WIND 1_2,,DERMOTT_UNIT2,SCURRY,WIND-O,WEST,2017.0,126.5,126.5
FALVEZ ASTRA WIND,,ASTRA_UNIT1,RANDALL,WIND-P,PANHANDLE,2017.0,163.2,163.2
FLUVANNA RENEWABLE 1 A,,FLUVANNA_UNIT1,SCURRY,WIND-O,WEST,2017.0,79.8,79.8
FLUVANNA RENEWABLE 1 B,,FLUVANNA_UNIT2,SCURRY,WIND-O,WEST,2017.0,75.6,75.6
HORSE CREEK WIND 1,,HORSECRK_UNIT1,HASKELL,WIND-O,WEST,2017.0,134.81,131.1
HORSE CREEK WIND 2,,HORSECRK_UNIT2,HASKELL,WIND-O,WEST,2017.0,101.69,98.9
JAVELINA II WIND 1,,BORDAS2_JAVEL2_A,WEBB,WIND-O,SOUTH,2017.0,96.0,96.0
JAVELINA II WIND 2,,BORDAS2_JAVEL2_B,WEBB,WIND-O,SOUTH,2017.0,74.0,74.0
JAVELINA II WIND 3,,BORDAS2_JAVEL2_C,WEBB,WIND-O,SOUTH,2017.0,30.0,30.0
MARIAH DEL NORTE 1,,MARIAH_NORTE1,PARMER,WIND-P,PANHANDLE,2017.0,115.2,115.2
MARIAH DEL NORTE 2,,MARIAH_NORTE2,PARMER,WIND-P,PANHANDLE,2017.0,115.2,115.2
NIELS BOHR WIND A (BEARKAT WIND A),,NBOHR_UNIT1,GLASSCOCK,WIND-O,WEST,2017.0,196.6,196.6
OLD SETTLER WIND,,COTPLNS_OLDSETLR,FLOYD,WIND-P,PANHANDLE,2017.0,151.2,151.2
ROCK SPRINGS VAL VERDE WIND (FERMI) 1,,FERMI_WIND1,VAL VERDE,WIND-O,WEST,2017.0,121.9,121.9
ROCK SPRINGS VAL VERDE WIND (FERMI) 2,,FERMI_WIND2,VAL VERDE,WIND-O,WEST,2017.0,27.44,27.4
SALT FORK 1 WIND U1,,SALTFORK_UNIT1,DONLEY,WIND-P,PANHANDLE,2017.0,64.0,64.0
SALT FORK 1 WIND U2,,SALTFORK_UNIT2,DONLEY,WIND-P,PANHANDLE,2017.0,110.0,110.0
WILLOW SPRINGS WIND A,,SALVTION_UNIT1,HASKELL,WIND-O,WEST,2017.0,125.0,125.0
WILLOW SPRINGS WIND B,,SALVTION_UNIT2,HASKELL,WIND-O,WEST,2017.0,125.0,125.0
BHE SOLAR PEARL PROJECT (SIRIUS 2),,SIRIUS_UNIT2,PECOS,SOLAR,WEST,2017.0,50.0,49.1
FS EAST PECOS SOLAR,,BOOTLEG_UNIT1,PECOS,SOLAR,WEST,2017.0,126.0,121.1
HIGHWAY 56,,DG_HWY56_HWY56,GRAYSON,SOLAR,NORTH,2017.0,5.3,5.3
LEON,,DG_LEON_LEON,HUNT,SOLAR,NORTH,2017.0,10.0,10.0
MARLIN,,DG_MARLIN_MARLIN,FALLS,SOLAR,NORTH,2017.0,5.3,5.3
NORTH GAINESVILLE,,DG_NGNSVL_NGAINESV,COOKE,SOLAR,NORTH,2017.0,5.2,5.2
POWERFIN KINGSBERY,,DG_PFK_PFKPV,TRAVIS,SOLAR,SOUTH,2017.0,2.6,2.6
SP-TX-12-PHASE B,,SPTX12B_UNIT1,UPTON,SOLAR,WEST,2017.0,157.5,157.5
WHITESBORO,,DG_WBORO_WHTSBORO,GRAYSON,SOLAR,NORTH,2017.0,5.0,5.0
WHITESBORO II,,DG_WBOROII_WHBOROII,GRAYSON,SOLAR,NORTH,2017.0,5.0,5.0
WHITEWRIGHT,,DG_WHTRT_WHTRGHT,FANNIN,SOLAR,NORTH,2017.0,10.0,10.0
WHITNEY SOLAR,,DG_WHITNEY_SOLAR1,BOSQUE,SOLAR,NORTH,2017.0,10.0,10.0
BLUE SUMMIT BATTERY,,BLSUMMIT_BATTERY,WILBARGER,STORAGE,WEST,2017.0,30.0,30.0
INADALE ESS,,INDL_ESS,NOLAN,STORAGE,WEST,2017.0,9.9,9.9
KINGSBERY ENERGY STORAGE SYSTEM,,DG_KB_ESS_KB_ESS,TRAVIS,STORAGE,SOUTH,2017.0,1.5,1.5
PYRON ESS,,PYR_ESS,NOLAN,STORAGE,WEST,2017.0,9.9,9.9
"TOS BATTERY STORAGE (DGR) (INDEFINITE MOTHBALL AS OF 4/11/22, DUE TO FORCED OUTAGE)",,TOSBATT_UNIT1,HOWARD,STORAGE,WEST,2017.0,2.0,2.0
BAFFIN WIND UNIT1,,BAFFIN_UNIT1,KENEDY,WIND-C,COASTAL,2016.0,100.0,100.0
BAFFIN WIND UNIT2,,BAFFIN_UNIT2,KENEDY,WIND-C,COASTAL,2016.0,102.0,102.0
CAMERON COUNTY WIND,,CAMWIND_UNIT1,CAMERON,WIND-C,COASTAL,2016.0,165.0,165.0
DOUG COLBECK'S CORNER (CONWAY) A,,GRANDVW1_COLA,CARSON,WIND-P,PANHANDLE,2016.0,100.24,100.2
DOUG COLBECK'S CORNER (CONWAY) B,,GRANDVW1_COLB,CARSON,WIND-P,PANHANDLE,2016.0,100.24,100.2
ELECTRA WIND 1,,DIGBY_UNIT1,WILBARGER,WIND-O,WEST,2016.0,101.31,98.9
ELECTRA WIND 2,,DIGBY_UNIT2,WILBARGER,WIND-O,WEST,2016.0,134.29,131.1
GUNSIGHT MOUNTAIN WIND,,GUNMTN_G1,HOWARD,WIND-O,WEST,2016.0,119.93,119.9
HIDALGO & STARR WIND 11,,MIRASOLE_MIR11,HIDALGO,WIND-O,SOUTH,2016.0,52.0,52.0
HIDALGO & STARR WIND 12,,MIRASOLE_MIR12,HIDALGO,WIND-O,SOUTH,2016.0,98.0,98.0
HIDALGO & STARR WIND 21,,MIRASOLE_MIR21,HIDALGO,WIND-O,SOUTH,2016.0,100.0,100.0
LOS VIENTOS IV WIND,,LV4_UNIT_1,STARR,WIND-O,SOUTH,2016.0,200.0,200.0
LOS VIENTOS V WIND,,LV5_UNIT_1,STARR,WIND-O,SOUTH,2016.0,110.0,110.0
SAN ROMAN WIND,,SANROMAN_WIND_1,CAMERON,WIND-C,COASTAL,2016.0,95.25,95.2
SOUTH PLAINS WIND 2 U1,,SPLAIN2_WIND21,FLOYD,WIND-P,PANHANDLE,2016.0,148.5,148.5
SOUTH PLAINS WIND 2 U2,,SPLAIN2_WIND22,FLOYD,WIND-P,PANHANDLE,2016.0,151.8,151.8
TYLER BLUFF WIND,,TYLRWIND_UNIT1,COOKE,WIND-O,NORTH,2016.0,125.6,125.6
WAKE WIND 1,,WAKEWE_G1,DICKENS,WIND-P,PANHANDLE,2016.0,114.91,114.9
WAKE WIND 2,,WAKEWE_G2,DICKENS,WIND-P,PANHANDLE,2016.0,142.35,142.3
BECK 1,,DG_CECSOLAR_DG_BECK1,BEXAR,SOLAR,SOUTH,2016.0,1.0,1.0
FIFTH GENERATION SOLAR 1,,DG_FIFTHGS1_FGSOLAR1,TRAVIS,SOLAR,SOUTH,2016.0,6.8,6.8
OCI ALAMO 6 (SIRIUS/WEST TEXAS),,SIRIUS_UNIT1,PECOS,SOLAR,WEST,2016.0,110.2,110.2
OCI ALAMO 7 (PAINT CREEK),,SOLARA_UNIT1,HASKELL,SOLAR,WEST,2016.0,112.0,112.0
RE ROSEROCK SOLAR 1,,REROCK_UNIT1,PECOS,SOLAR,WEST,2016.0,78.75,78.8
RE ROSEROCK SOLAR 2,,REROCK_UNIT2,PECOS,SOLAR,WEST,2016.0,78.75,78.8
WALNUT SPRINGS,,DG_WLNTSPRG_1UNIT,BOSQUE,SOLAR,NORTH,2016.0,10.0,10.0
BRISCOE WIND,,BRISCOE_WIND,BRISCOE,WIND-P,PANHANDLE,2015.0,149.85,149.8
GREEN PASTURES WIND I,,GPASTURE_WIND_I,BAYLOR,WIND-O,WEST,2015.0,150.0,150.0
JAVELINA I WIND 18,,BORDAS_JAVEL18,WEBB,WIND-O,SOUTH,2015.0,19.69,19.7
JAVELINA I WIND 20,,BORDAS_JAVEL20,WEBB,WIND-O,SOUTH,2015.0,230.0,230.0
JUMBO ROAD WIND 1,,HRFDWIND_JRDWIND1,DEAF SMITH,WIND-P,PANHANDLE,2015.0,146.15,146.2
JUMBO ROAD WIND 2,,HRFDWIND_JRDWIND2,DEAF SMITH,WIND-P,PANHANDLE,2015.0,153.55,153.6
LOGANS GAP WIND I U1,,LGW_UNIT1,COMANCHE,WIND-O,NORTH,2015.0,106.26,106.3
LOGANS GAP WIND I U2,,LGW_UNIT2,COMANCHE,WIND-O,NORTH,2015.0,103.85,103.8
LONGHORN WIND NORTH U1,,LHORN_N_UNIT1,FLOYD,WIND-P,PANHANDLE,2015.0,100.0,100.0
LONGHORN WIND NORTH U2,,LHORN_N_UNIT2,FLOYD,WIND-P,PANHANDLE,2015.0,100.0,100.0
LOS VIENTOS III WIND,,LV3_UNIT_1,STARR,WIND-O,SOUTH,2015.0,200.0,200.0
MESQUITE CREEK WIND 1,,MESQCRK_WND1,DAWSON,WIND-O,WEST,2015.0,105.61,105.6
MESQUITE CREEK WIND 2,,MESQCRK_WND2,DAWSON,WIND-O,WEST,2015.0,105.61,105.6
RATTLESNAKE I WIND ENERGY CENTER G1,,RSNAKE_G1,GLASSCOCK,WIND-O,WEST,2015.0,109.15,104.6
RATTLESNAKE I WIND ENERGY CENTER G2,,RSNAKE_G2,GLASSCOCK,WIND-O,WEST,2015.0,109.15,102.7
ROUTE 66 WIND,,ROUTE_66_WIND1,CARSON,WIND-P,PANHANDLE,2015.0,150.0,150.0
SENDERO WIND ENERGY,,EXGNSND_WIND_1,JIM HOGG,WIND-O,SOUTH,2015.0,78.0,78.0
SHANNON WIND,,SHANNONW_UNIT_1,CLAY,WIND-O,WEST,2015.0,204.1,204.1
SOUTH PLAINS WIND 1 U1,,SPLAIN1_WIND1,FLOYD,WIND-P,PANHANDLE,2015.0,102.0,102.0
SOUTH PLAINS WIND 1 U2,,SPLAIN1_WIND2,FLOYD,WIND-P,PANHANDLE,2015.0,98.0,98.0
SPINNING SPUR WIND TWO B,,SSPURTWO_SS3WIND2,OLDHAM,WIND-P,PANHANDLE,2015.0,98.0,98.0
SPINNING SPUR WIND TWO C,,SSPURTWO_SS3WIND1,OLDHAM,WIND-P,PANHANDLE,2015.0,96.0,96.0
VERTIGO WIND (FORMERLY GREEN PASTURES WIND 2),,VERTIGO_WIND_I,BAYLOR,WIND-O,WEST,2015.0,150.0,150.0
FS BARILLA SOLAR-PECOS,,HOVEY_UNIT1,PECOS,SOLAR,WEST,2015.0,22.0,22.0
HM SEALY SOLAR 1,,DG_SEALY_1UNIT,AUSTIN,SOLAR,SOUTH,2015.0,1.6,1.6
OCI ALAMO 5 (DOWNIE RANCH),,HELIOS_UNIT1,UVALDE,SOLAR,SOUTH,2015.0,100.0,100.0
RENEWABLE ENERGY ALTERNATIVES-CCS1,,DG_COSERVSS_CSS1,DENTON,SOLAR,NORTH,2015.0,2.0,2.0
YOUNICOS FACILITY,,DG_YOUNICOS_YINC1_1,TRAVIS,STORAGE,SOUTH,2015.0,2.0,2.0
GOLDTHWAITE WIND 1,,GWEC_GWEC_G1,MILLS,WIND-O,NORTH,2014.0,148.6,148.6
GRANDVIEW WIND 1 (CONWAY) GV1A,,GRANDVW1_GV1A,CARSON,WIND-P,PANHANDLE,2014.0,107.4,107.4
GRANDVIEW WIND 1 (CONWAY) GV1B,,GRANDVW1_GV1B,CARSON,WIND-P,PANHANDLE,2014.0,103.8,103.8
HEREFORD WIND G,,HRFDWIND_WIND_G,DEAF SMITH,WIND-P,PANHANDLE,2014.0,99.9,99.9
HEREFORD WIND V,,HRFDWIND_WIND_V,DEAF SMITH,WIND-P,PANHANDLE,2014.0,100.0,100.0
KEECHI WIND,,KEECHI_U1,JACK,WIND-O,NORTH,2014.0,110.0,110.0
MIAMI WIND G1,,MIAM1_G1,ROBERTS,WIND-P,PANHANDLE,2014.0,144.3,144.3
MIAMI WIND G2,,MIAM1_G2,ROBERTS,WIND-P,PANHANDLE,2014.0,144.3,144.3
PANHANDLE WIND 1 U1,,PH1_UNIT1,CARSON,WIND-P,PANHANDLE,2014.0,109.15,109.2
PANHANDLE WIND 1 U2,,PH1_UNIT2,CARSON,WIND-P,PANHANDLE,2014.0,109.15,109.2
PANHANDLE WIND 2 U1,,PH2_UNIT1,CARSON,WIND-P,PANHANDLE,2014.0,94.19,94.2
PANHANDLE WIND 2 U2,,PH2_UNIT2,CARSON,WIND-P,PANHANDLE,2014.0,96.6,96.6
SPINNING SPUR WIND TWO A,,SSPURTWO_WIND_1,OLDHAM,WIND-P,PANHANDLE,2014.0,160.95,161.0
WINDTHORST 2 WIND,,WNDTHST2_UNIT1,ARCHER,WIND-O,WEST,2014.0,67.62,67.6
OCI ALAMO 2 SOLAR-ST. HEDWIG,,DG_STHWG_UNIT1,BEXAR,SOLAR,SOUTH,2014.0,4.4,4.4
OCI ALAMO 3-WALZEM SOLAR,,DG_WALZM_UNIT1,BEXAR,SOLAR,SOUTH,2014.0,5.5,5.5
BLUE SUMMIT WIND 1 A,,BLSUMMIT_BLSMT1_5,WILBARGER,WIND-O,WEST,2013.0,132.84,132.8
BLUE SUMMIT WIND 1 B,,BLSUMMIT_BLSMT1_6,WILBARGER,WIND-O,WEST,2013.0,6.96,6.9
LOS VIENTOS WIND I,,LV1_LV1A,WILLACY,WIND-C,COASTAL,2013.0,200.1,200.1
LOS VIENTOS WIND II,,LV2_LV2,WILLACY,WIND-C,COASTAL,2013.0,201.6,201.6
OCI ALAMO 1 SOLAR,,OCI_ALM1_UNIT1,BEXAR,SOLAR,SOUTH,2013.0,39.18,39.2
NOTREES BATTERY FACILITY,,NWF_NBS,WINKLER,STORAGE,WEST,2013.0,36.0,33.7
ANACACHO WIND,,ANACACHO_ANA,KINNEY,WIND-O,SOUTH,2012.0,99.83,99.8
MAGIC VALLEY WIND (REDFISH) 1A,,REDFISH_MV1A,WILLACY,WIND-C,COASTAL,2012.0,99.83,99.8
MAGIC VALLEY WIND (REDFISH) 1B,,REDFISH_MV1B,WILLACY,WIND-C,COASTAL,2012.0,103.46,103.5
SENATE WIND,,SENATEWD_UNIT1,JACK,WIND-O,NORTH,2012.0,150.0,150.0
TRINITY HILLS WIND 1,,TRINITY_TH1_BUS1,ARCHER,WIND-O,WEST,2012.0,103.4,103.4
TRINITY HILLS WIND 2,,TRINITY_TH1_BUS2,ARCHER,WIND-O,WEST,2012.0,94.6,94.6
WHITETAIL WIND,,EXGNWTL_WIND_1,WEBB,WIND-O,SOUTH,2012.0,92.34,92.3
WKN MOZART WIND,,MOZART_WIND_1,KENT,WIND-O,WEST,2012.0,30.0,30.0
ACACIA SOLAR,,ACACIA_UNIT_1,PRESIDIO,SOLAR,WEST,2012.0,10.0,10.0
SUNEDISON RABEL ROAD SOLAR,,DG_VALL1_1UNIT,BEXAR,SOLAR,SOUTH,2012.0,9.9,9.9
SUNEDISON VALLEY ROAD SOLAR,,DG_VALL2_1UNIT,BEXAR,SOLAR,SOUTH,2012.0,9.9,9.9
SUNEDISON CPS3 SOMERSET 1 SOLAR,,DG_SOME1_1UNIT,BEXAR,SOLAR,SOUTH,2012.0,5.6,5.6
SUNEDISON SOMERSET 2 SOLAR,,DG_SOME2_1UNIT,BEXAR,SOLAR,SOUTH,2012.0,5.0,5.0
LORAINE WINDPARK III,,LONEWOLF_G3,MITCHELL,WIND-O,WEST,2011.0,25.5,25.5
LORAINE WINDPARK IV,,LONEWOLF_G4,MITCHELL,WIND-O,WEST,2011.0,24.0,24.0
PENASCAL WIND 3,,PENA3_UNIT3,KENEDY,WIND-C,COASTAL,2011.0,100.8,100.8
SHERBINO 2 WIND,,KEO_SHRBINO2,PECOS,WIND-O,WEST,2011.0,132.0,132.0
SWEETWATER WIND 3A,,SWEETWN3_WND3A,NOLAN,WIND-O,WEST,2011.0,33.6,33.6
SWEETWATER WIND 3B,,SWEETWN3_WND3B,NOLAN,WIND-O,WEST,2011.0,118.6,118.6
WEBBERVILLE SOLAR,,WEBBER_S_WSP1,TRAVIS,SOLAR,SOUTH,2011.0,26.7,26.7
GOAT WIND 2,,GOAT_GOATWIN2,STERLING,WIND-O,WEST,2010.0,69.6,69.6
LORAINE WINDPARK I,,LONEWOLF_G1,MITCHELL,WIND-O,WEST,2010.0,48.0,48.0
LORAINE WINDPARK II,,LONEWOLF_G2,MITCHELL,WIND-O,WEST,2010.0,51.0,51.0
PAPALOTE CREEK WIND II,,COTTON_PAP2,SAN PATRICIO,WIND-C,COASTAL,2010.0,200.12,200.1
BLUE WING 1 SOLAR,,DG_BROOK_1UNIT,BEXAR,SOLAR,SOUTH,2010.0,7.6,7.6
BLUE WING 2 SOLAR,,DG_ELMEN_1UNIT,BEXAR,SOLAR,SOUTH,2010.0,7.9,7.3
BULL CREEK WIND U1,,BULLCRK_WND1,BORDEN,WIND-O,WEST,2009.0,89.0,88.0
BULL CREEK WIND U2,,BULLCRK_WND2,BORDEN,WIND-O,WEST,2009.0,91.0,90.0
LANGFORD WIND POWER,,LGD_LANGFORD,TOM GREEN,WIND-O,WEST,2009.0,159.96,160.0
NOTREES WIND 1,,NWF_NWF1,WINKLER,WIND-O,WEST,2009.0,92.61,92.6
NOTREES WIND 2,,NWF_NWF2,WINKLER,WIND-O,WEST,2009.0,60.0,60.0
PAPALOTE CREEK WIND,,PAP1_PAP1,SAN PATRICIO,WIND-C,COASTAL,2009.0,179.85,179.9
PENASCAL WIND 1,,PENA_UNIT1,KENEDY,WIND-C,COASTAL,2009.0,160.8,160.8
PENASCAL WIND 2,,PENA_UNIT2,KENEDY,WIND-C,COASTAL,2009.0,141.6,141.6
BUFFALO GAP WIND 3,,BUFF_GAP_UNIT3,TAYLOR,WIND-O,WEST,2008.0,170.2,170.2
CAPRICORN RIDGE WIND 3,,CAPRIDGE_CR3,STERLING,WIND-O,WEST,2008.0,200.9,200.9
CAPRICORN RIDGE WIND 4,,CAPRIDG4_CR4,STERLING,WIND-O,WEST,2008.0,121.5,121.5
CHAMPION WIND,,CHAMPION_UNIT1,NOLAN,WIND-O,WEST,2008.0,126.5,126.5
ELBOW CREEK WIND,,ELB_ELBCREEK,HOWARD,WIND-O,WEST,2008.0,121.9,121.9
GOAT WIND,,GOAT_GOATWIND,STERLING,WIND-O,WEST,2008.0,80.0,80.0
HACKBERRY WIND,,HWF_HWFG1,SHACKELFORD,WIND-O,WEST,2008.0,165.6,163.5
INADALE WIND 1,,INDL_INADALE1,NOLAN,WIND-O,WEST,2008.0,95.0,95.0
INADALE WIND 2,,INDL_INADALE2,NOLAN,WIND-O,WEST,2008.0,102.0,102.0
MCADOO WIND,,MWEC_G1,DICKENS,WIND-P,PANHANDLE,2008.0,150.0,150.0
OCOTILLO WIND,,OWF_OWF,HOWARD,WIND-O,WEST,2008.0,54.6,54.6
PYRON WIND 1,,PYR_PYRON1,NOLAN,WIND-O,WEST,2008.0,131.2,131.2
PYRON WIND 2,,PYR_PYRON2,NOLAN,WIND-O,WEST,2008.0,137.7,137.7
ROSCOE WIND,,TKWSW1_ROSCOE,NOLAN,WIND-O,WEST,2008.0,114.0,114.0
ROSCOE WIND 2A,,TKWSW1_ROSCOE2A,NOLAN,WIND-O,WEST,2008.0,95.0,95.0
SILVER STAR WIND,,FLTCK_SSI,ERATH,WIND-O,NORTH,2008.0,52.8,52.8
SOUTH TRENT WIND,,STWF_T1,NOLAN,WIND-O,WEST,2008.0,101.2,98.2
STANTON WIND ENERGY,,SWEC_G1,MARTIN,WIND-O,WEST,2008.0,123.6,120.0
TSTC WEST TEXAS WIND,,DG_ROSC2_1UNIT,NOLAN,WIND-O,WEST,2008.0,2.0,2.0
TURKEY TRACK WIND,,TTWEC_G1,NOLAN,WIND-O,WEST,2008.0,174.6,169.5
WOLF RIDGE WIND,,WHTTAIL_WR1,COOKE,WIND-O,NORTH,2008.0,121.5,121.5
BARTON CHAPEL WIND,,BRTSW_BCW1,JACK,WIND-O,NORTH,2007.0,120.0,120.0
BUFFALO GAP WIND 2_1,,BUFF_GAP_UNIT2_1,TAYLOR,WIND-O,WEST,2007.0,115.5,115.5
BUFFALO GAP WIND 2_2,,BUFF_GAP_UNIT2_2,TAYLOR,WIND-O,WEST,2007.0,117.0,117.0
CAMP SPRINGS WIND 1,,CSEC_CSECG1,SCURRY,WIND-O,WEST,2007.0,134.42,130.5
CAMP SPRINGS WIND 2,,CSEC_CSECG2,SCURRY,WIND-O,WEST,2007.0,123.6,120.0
CAPRICORN RIDGE WIND 1,,CAPRIDGE_CR1,STERLING,WIND-O,WEST,2007.0,231.7,231.7
CAPRICORN RIDGE WIND 2,,CAPRIDGE_CR2,STERLING,WIND-O,WEST,2007.0,149.5,149.5
FOREST CREEK WIND,,MCDLD_FCW1,GLASSCOCK,WIND-O,WEST,2007.0,124.2,124.2
LONE STAR WIND 2 (POST OAK) U1,,LNCRK2_G871,SHACKELFORD,WIND-O,WEST,2007.0,98.0,98.0
LONE STAR WIND 2 (POST OAK) U2,,LNCRK2_G872,SHACKELFORD,WIND-O,WEST,2007.0,100.0,100.0
SWEETWATER WIND 4-4A,,SWEETWN4_WND4A,NOLAN,WIND-O,WEST,2007.0,125.0,125.0
SWEETWATER WIND 4-4B,,SWEETWN4_WND4B,NOLAN,WIND-O,WEST,2007.0,112.0,112.0
SWEETWATER WIND 4-5,,SWEETWN5_WND5,NOLAN,WIND-O,WEST,2007.0,85.0,85.0
WHIRLWIND ENERGY,,WEC_WECG1,FLOYD,WIND-P,PANHANDLE,2007.0,59.8,57.0
BUFFALO GAP WIND 1,,BUFF_GAP_UNIT1,TAYLOR,WIND-O,WEST,2006.0,120.6,120.6
HORSE HOLLOW WIND 2,,HHOLLOW2_WIND1,TAYLOR,WIND-O,WEST,2006.0,184.0,184.0
HORSE HOLLOW WIND 3,,HHOLLOW3_WND_1,TAYLOR,WIND-O,WEST,2006.0,241.4,241.4
HORSE HOLLOW WIND 4,,HHOLLOW4_WND1,TAYLOR,WIND-O,WEST,2006.0,115.0,115.0
LONE STAR WIND 1 (MESQUITE),,LNCRK_G83,SHACKELFORD,WIND-O,WEST,2006.0,194.0,194.0
RED CANYON WIND,,RDCANYON_RDCNY1,BORDEN,WIND-O,WEST,2006.0,89.6,89.6
SWEETWATER WIND 2A,,SWEETWN2_WND24,NOLAN,WIND-O,WEST,2006.0,16.8,16.8
HORSE HOLLOW WIND 1,,H_HOLLOW_WND1,TAYLOR,WIND-O,WEST,2005.0,230.0,230.0
CALLAHAN WIND,,CALLAHAN_WND1,CALLAHAN,WIND-O,WEST,2004.0,123.1,123.1
SWEETWATER WIND 2B,,SWEETWN2_WND2,NOLAN,WIND-O,WEST,2004.0,110.8,110.8
INDIAN MESA WIND,,INDNNWP_INDNNWP2,PECOS,WIND-O,WEST,2001.0,91.8,91.8
KING MOUNTAIN WIND (NE),,KING_NE_KINGNE,UPTON,WIND-O,WEST,2001.0,79.7,79.7
KING MOUNTAIN WIND (NW),,KING_NW_KINGNW,UPTON,WIND-O,WEST,2001.0,79.7,79.7
KING MOUNTAIN WIND (SE),,KING_SE_KINGSE,UPTON,WIND-O,WEST,2001.0,40.5,40.5
KING MOUNTAIN WIND (SW),,KING_SW_KINGSW,UPTON,WIND-O,WEST,2001.0,79.7,79.7
PECOS WIND 1 (WOODWARD),,WOODWRD1_WOODWRD1,PECOS,WIND-O,WEST,2001.0,91.7,91.7
PECOS WIND 2 (WOODWARD),,WOODWRD2_WOODWRD2,PECOS,WIND-O,WEST,2001.0,86.0,85.8
TRENT WIND 1 A,,TRENT_TRENT,NOLAN,WIND-O,WEST,2001.0,38.25,38.3
TEXAS BIG SPRING WIND A,,SGMTN_SIGNALMT,HOWARD,WIND-O,WEST,1999.0,27.72,27.7
TEXAS BIG SPRING WIND B (INDEFINITE MOTHBALL STATUS AS ON 1/1/24),,SGMTN_SIGNALM2,HOWARD,WIND-O,WEST,1999.0,6.6,6.6
